Application_ID,Employee_ID,Department,Role,Source,Application_Date,Interview_Date,Offer_Date,Joining_Date,Interview_Score,Assessment_Score,Offer_Accepted,Joined,Recruitment_Cost_INR,Recruiter
A006021,E03011,Operations,Operations Executive,Referral,2023-10-18,2023-10-27,2023-11-04,2024-01-17,67,93,Yes,Yes,11357,Recruiter C
A006022,,Operations,Operations Executive,Company Website,2023-12-12,2023-12-14,2023-12-26,,79,91,No,No,14408,Recruiter B
A006023,E03012,Sales,Key Account Manager,Company Website,2016-10-30,2016-11-11,2016-11-16,2017-01-24,64,63,Yes,Yes,6080,Recruiter C
A006024,E03013,Sales,Account Manager,Campus,2022-05-26,2022-06-10,2022-06-24,2022-06-29,78,57,Yes,Yes,13486,Recruiter D
A006025,,Sales,Account Manager,Company Website,2022-04-06,2022-04-23,2022-04-29,,85,68,No,No,11475,Recruiter B
A006026,,Supply Chain,Supply Chain Analyst,Referral,2023-09-05,2023-09-14,2023-09-20,,72,63,Yes,No,2688,Recruiter D
A006027,,Supply Chain,Supply Chain Analyst,LinkedIn,2023-08-14,2023-08-17,2023-08-31,,76,78,No,No,12473,Recruiter C
A006028,E03014,Supply Chain,Supply Chain Analyst,Job Portal,2023-09-18,2023-09-26,2023-09-30,2023-10-18,76,93,Yes,Yes,15702,Recruiter B
A006029,E03015,Operations,Operations Executive,LinkedIn,2019-11-25,2019-12-13,2019-12-21,2020-01-14,73,87,Yes,Yes,13715,Recruiter D
A006030,,Operations,Operations Executive,Internal Mobility,2019-11-24,2019-12-09,2019-12-20,,77,72,No,No,12561,Recruiter D
A006031,,Operations,Operations Executive,Job Portal,2019-11-12,2019-11-17,2019-11-21,,80,58,No,No,16963,Recruiter C
A006032,E03016,Finance,Finance Manager,Company Website,2025-10-17,2025-10-24,2025-10-29,2025-11-17,81,67,Yes,Yes,10076,Recruiter A
A006033,E03017,Customer Success,Customer Success Executive,Job Portal,2020-03-07,2020-03-14,2020-03-22,2020-06-04,77,95,Yes,Yes,6820,Recruiter A
A006034,E03018,Sales,Key Account Manager,Job Portal,2020-04-12,2020-04-18,2020-04-25,2020-06-14,87,86,Yes,Yes,8510,Recruiter D
A006035,E03019,Finance,Senior Finance Analyst,Job Portal,2017-10-16,2017-10-30,2017-11-03,2017-12-24,92,93,Yes,Yes,5748,Recruiter C
A006036,,Operations,Operations Analyst,Referral,2021-10-01,2021-10-03,2021-10-13,,65,78,Yes,No,7596,Recruiter B
A006037,,Operations,Operations Analyst,Company Website,2021-09-24,2021-10-10,2021-10-13,,78,80,No,No,3951,Recruiter C
A006038,E03020,Operations,Operations Analyst,Job Portal,2021-08-31,2021-09-08,2021-09-10,2021-11-29,90,87,Yes,Yes,8849,Recruiter D
A006039,E03021,Operations,Operations Analyst,Company Website,2021-08-10,2021-08-21,2021-08-31,2021-09-16,82,74,Yes,Yes,9074,Recruiter D
A006040,,Human Resources,L&D Specialist,Job Portal,2019-08-29,2019-09-04,2019-09-07,,81,95,No,No,8395,Recruiter C
A006041,,Human Resources,L&D Specialist,Job Portal,2019-09-07,2019-09-12,2019-09-14,,84,87,Yes,No,12859,Recruiter D
A006042,E03022,Human Resources,L&D Specialist,Job Portal,2019-08-27,2019-09-04,2019-09-15,2019-10-24,80,84,Yes,Yes,11167,Recruiter C
A006043,E03023,Operations,Operations Analyst,Internal Mobility,2021-05-16,2021-05-23,2021-05-31,2021-06-30,90,54,Yes,Yes,12119,Recruiter D
A006044,,Human Resources,HR Executive,Job Portal,2025-10-29,2025-11-08,2025-11-21,,66,94,Yes,No,16936,Recruiter B
A006045,E03024,Human Resources,HR Executive,Referral,2025-10-06,2025-10-09,2025-10-20,2025-11-30,84,78,Yes,Yes,6683,Recruiter B
A006046,,Human Resources,HR Executive,Internal Mobility,2025-10-11,2025-10-14,2025-10-21,,72,78,Yes,No,16255,Recruiter C
A006047,,Technology,Data Scientist,LinkedIn,2025-03-11,2025-03-17,2025-03-19,,73,51,No,No,2607,Recruiter A
A006048,,Technology,Data Scientist,Agency,2025-01-22,2025-01-30,2025-02-12,,92,71,No,No,5277,Recruiter A
A006049,E03025,Technology,Data Scientist,Referral,2025-01-12,2025-01-17,2025-01-31,2025-04-10,89,55,Yes,Yes,15824,Recruiter B
A006050,E03026,Sales,Sales Analyst,LinkedIn,2019-12-19,2020-01-04,2020-01-11,2020-02-09,82,62,Yes,Yes,8726,Recruiter A
A006051,,Sales,Sales Analyst,Referral,2019-11-24,2019-12-04,2019-12-10,,61,56,No,No,3035,Recruiter B
A006052,,Operations,Operations Manager,LinkedIn,2024-11-29,2024-12-01,2024-12-14,,57,77,No,No,10772,Recruiter B
A006053,E03027,Operations,Operations Manager,Campus,2024-11-23,2024-12-10,2024-12-15,2025-02-19,60,92,Yes,Yes,14027,Recruiter C
A006054,E03028,Operations,Operations Manager,Job Portal,2024-05-19,2024-06-02,2024-06-15,2024-07-16,69,50,Yes,Yes,17225,Recruiter B
A006055,,Operations,Team Lead,Campus,2017-09-17,2017-09-28,2017-10-11,,57,87,No,No,10025,Recruiter B
A006056,E03029,Operations,Team Lead,Agency,2017-09-08,2017-09-21,2017-09-23,2017-11-20,80,86,Yes,Yes,7167,Recruiter B
A006057,,Finance,Senior Finance Analyst,Internal Mobility,2024-04-16,2024-04-20,2024-04-30,,80,75,Yes,No,15562,Recruiter B
A006058,E03030,Finance,Senior Finance Analyst,Agency,2024-04-11,2024-04-26,2024-05-04,2024-05-19,83,81,Yes,Yes,10106,Recruiter B
A006059,,Finance,Senior Finance Analyst,Referral,2024-03-08,2024-03-12,2024-03-26,,79,71,Yes,No,15980,Recruiter B
A006060,,Sales,Key Account Manager,Job Portal,2020-04-11,2020-04-15,2020-04-19,,77,90,No,No,3475,Recruiter B
A006061,E03031,Sales,Key Account Manager,Agency,2020-06-01,2020-06-12,2020-06-24,2020-07-12,55,67,Yes,Yes,2784,Recruiter D
A006062,,Sales,Key Account Manager,Job Portal,2020-04-25,2020-05-06,2020-05-18,,63,71,Yes,No,6684,Recruiter A
A006063,,Supply Chain,Procurement Specialist,Internal Mobility,2020-11-15,2020-12-01,2020-12-08,,66,73,Yes,No,17376,Recruiter B
A006064,E03032,Supply Chain,Procurement Specialist,LinkedIn,2020-11-29,2020-12-07,2020-12-18,2021-01-14,60,81,Yes,Yes,13107,Recruiter C
A006065,,Supply Chain,Procurement Specialist,Company Website,2020-12-12,2020-12-21,2021-01-03,,60,80,Yes,No,9984,Recruiter B
A006066,E03033,Technology,Tech Lead,LinkedIn,2018-11-15,2018-11-30,2018-12-13,2019-02-17,80,92,Yes,Yes,10405,Recruiter C
A006067,E03034,Supply Chain,Planner,Internal Mobility,2016-11-22,2016-12-10,2016-12-13,2017-01-05,89,62,Yes,Yes,9725,Recruiter C
A006068,,Supply Chain,Planner,Company Website,2016-11-06,2016-11-19,2016-12-02,,77,52,No,No,8084,Recruiter B
A006069,,Customer Success,Customer Success Executive,LinkedIn,2026-04-30,2026-05-06,2026-05-18,,70,65,No,No,3938,Recruiter C
A006070,E03035,Customer Success,Customer Success Executive,Campus,2026-04-27,2026-05-14,2026-05-24,2026-07-06,76,85,Yes,Yes,15935,Recruiter A
A006071,E03036,Operations,Operations Executive,Referral,2026-07-07,2026-07-17,2026-07-29,2026-08-15,68,90,Yes,Yes,15610,Recruiter D
A006072,,Technology,Data Analyst,Campus,2018-04-30,2018-05-17,2018-05-26,,65,59,No,No,7017,Recruiter B
A006073,,Technology,Data Analyst,Internal Mobility,2018-04-12,2018-04-15,2018-04-20,,84,64,Yes,No,13573,Recruiter B
A006074,E03037,Technology,Data Analyst,Agency,2018-03-25,2018-04-11,2018-04-13,2018-07-03,56,87,Yes,Yes,2868,Recruiter B
A006075,,Customer Success,Customer Success Manager,Internal Mobility,2022-06-11,2022-06-14,2022-06-21,,70,64,No,No,4788,Recruiter D
A006076,E03038,Customer Success,Customer Success Manager,Campus,2022-05-28,2022-06-13,2022-06-18,2022-07-20,90,51,Yes,Yes,17080,Recruiter D
A006077,E03039,Technology,Data Analyst,LinkedIn,2025-12-01,2025-12-06,2025-12-14,2026-03-03,60,88,Yes,Yes,15549,Recruiter D
A006078,,Technology,Data Analyst,Referral,2026-01-19,2026-02-05,2026-02-10,,59,86,No,No,17272,Recruiter B
A006079,,Sales,Sales Executive,Referral,2022-04-11,2022-04-18,2022-04-27,,85,91,Yes,No,10425,Recruiter A
A006080,,Sales,Sales Executive,Referral,2022-04-29,2022-05-06,2022-05-10,,84,73,No,No,12426,Recruiter A
A006081,E03040,Sales,Sales Executive,Internal Mobility,2022-05-16,2022-05-26,2022-06-05,2022-06-24,60,87,Yes,Yes,9972,Recruiter C
A006082,,Technology,Software Engineer,Agency,2018-07-18,2018-08-02,2018-08-08,,56,75,Yes,No,5127,Recruiter C
A006083,,Technology,Software Engineer,Referral,2018-06-21,2018-06-23,2018-07-07,,80,67,No,No,8784,Recruiter B
A006084,E03041,Technology,Software Engineer,Company Website,2018-06-26,2018-07-10,2018-07-13,2018-08-15,90,79,Yes,Yes,4449,Recruiter C
A006085,E03042,Technology,Engineering Manager,LinkedIn,2023-05-28,2023-06-09,2023-06-12,2023-07-12,59,76,Yes,Yes,9569,Recruiter A
A006086,E03043,Sales,Sales Analyst,Agency,2024-06-27,2024-07-06,2024-07-19,2024-10-03,55,63,Yes,Yes,14664,Recruiter A
A006087,E03044,Sales,Sales Executive,Campus,2020-03-18,2020-04-03,2020-04-06,2020-04-27,85,82,Yes,Yes,13292,Recruiter C
A006088,E03045,Supply Chain,Logistics Manager,Job Portal,2022-06-17,2022-06-26,2022-06-29,2022-07-17,72,51,Yes,Yes,3751,Recruiter A
A006089,E03046,Human Resources,L&D Specialist,Internal Mobility,2024-10-16,2024-10-26,2024-10-28,2024-11-25,64,76,Yes,Yes,6940,Recruiter A
A006090,E03047,Operations,Operations Executive,LinkedIn,2017-10-17,2017-10-28,2017-11-11,2017-11-16,60,83,Yes,Yes,16553,Recruiter B
A006091,,Operations,Operations Executive,LinkedIn,2017-09-16,2017-10-04,2017-10-10,,66,86,Yes,No,9226,Recruiter D
A006092,,Technology,Senior Software Engineer,LinkedIn,2020-11-20,2020-12-02,2020-12-08,,81,85,No,No,4279,Recruiter A
A006093,E03048,Technology,Senior Software Engineer,Job Portal,2021-01-01,2021-01-06,2021-01-11,2021-02-11,74,60,Yes,Yes,8530,Recruiter C
A006094,,Sales,Sales Analyst,Internal Mobility,2019-02-13,2019-02-26,2019-03-08,,95,54,No,No,9575,Recruiter A
A006095,,Sales,Sales Analyst,Company Website,2019-02-22,2019-02-24,2019-03-07,,73,83,No,No,15703,Recruiter D
A006096,E03049,Sales,Sales Analyst,Internal Mobility,2019-03-16,2019-03-26,2019-04-05,2019-05-06,73,83,Yes,Yes,5053,Recruiter A
A006097,,Marketing,Digital Marketing Analyst,Company Website,2024-12-18,2024-12-22,2024-12-31,,78,85,No,No,11062,Recruiter A
A006098,E03050,Marketing,Digital Marketing Analyst,Referral,2024-12-21,2024-12-23,2024-12-27,2025-01-19,68,65,Yes,Yes,13387,Recruiter C
A006099,E03051,Supply Chain,Planner,Job Portal,2023-04-17,2023-04-26,2023-05-10,2023-06-23,73,57,Yes,Yes,6520,Recruiter D
A006100,,Supply Chain,Planner,Campus,2023-03-28,2023-04-13,2023-04-20,,73,72,No,No,15670,Recruiter B
A006101,E03052,Human Resources,Talent Acquisition Specialist,Internal Mobility,2024-11-15,2024-11-21,2024-12-03,2025-01-14,93,67,Yes,Yes,14681,Recruiter D
A006102,,Human Resources,Talent Acquisition Specialist,Agency,2024-12-07,2024-12-10,2024-12-13,,89,56,No,No,9992,Recruiter C
A006103,E03053,Finance,Finance Manager,Job Portal,2019-09-02,2019-09-04,2019-09-11,2019-10-11,83,73,Yes,Yes,5255,Recruiter A
A006104,E03054,Human Resources,HR Manager,Agency,2022-10-24,2022-11-05,2022-11-07,2022-12-04,78,86,Yes,Yes,14957,Recruiter D
A006105,,Human Resources,HR Manager,Agency,2022-11-09,2022-11-15,2022-11-24,,67,63,No,No,11313,Recruiter B
A006106,,Sales,Account Manager,Company Website,2017-10-20,2017-10-29,2017-11-02,,63,95,No,No,6846,Recruiter B
A006107,E03055,Sales,Account Manager,Internal Mobility,2017-10-15,2017-10-18,2017-10-22,2017-12-14,86,57,Yes,Yes,15196,Recruiter C
A006108,,Operations,Team Lead,Referral,2024-01-28,2024-02-15,2024-02-23,,90,53,No,No,17229,Recruiter C
A006109,E03056,Operations,Team Lead,Campus,2024-02-16,2024-02-27,2024-03-10,2024-03-23,69,59,Yes,Yes,3523,Recruiter D
A006110,E03057,Sales,Regional Sales Manager,Campus,2019-09-14,2019-09-26,2019-10-08,2019-12-13,67,85,Yes,Yes,11573,Recruiter B
A006111,E03058,Marketing,Product Marketing Manager,LinkedIn,2020-11-10,2020-11-24,2020-11-26,2021-01-05,79,52,Yes,Yes,14526,Recruiter B
A006112,,Marketing,Product Marketing Manager,Internal Mobility,2020-11-04,2020-11-16,2020-11-28,,84,53,No,No,14719,Recruiter D
A006113,,Marketing,Product Marketing Manager,Job Portal,2020-09-29,2020-10-14,2020-10-26,,76,53,No,No,6698,Recruiter C
A006114,E03059,Marketing,Marketing Executive,Campus,2023-09-04,2023-09-09,2023-09-18,2023-11-23,75,94,Yes,Yes,14528,Recruiter D
A006115,E03060,Customer Success,Support Analyst,Referral,2023-05-29,2023-06-06,2023-06-10,2023-07-05,77,50,Yes,Yes,2760,Recruiter C
A006116,E03061,Customer Success,Customer Success Manager,Agency,2022-12-30,2023-01-10,2023-01-17,2023-04-05,58,79,Yes,Yes,11725,Recruiter A
A006117,E03062,Operations,Operations Executive,Job Portal,2021-12-03,2021-12-09,2021-12-21,2022-02-27,80,67,Yes,Yes,17309,Recruiter D
A006118,,Operations,Operations Executive,Campus,2021-11-24,2021-12-10,2021-12-21,,87,83,Yes,No,15271,Recruiter A
A006119,,Operations,Operations Executive,Referral,2022-01-25,2022-02-11,2022-02-19,,84,80,No,No,3574,Recruiter C
A006120,,Finance,Finance Manager,Agency,2017-05-11,2017-05-17,2017-05-24,,88,90,No,No,16565,Recruiter B
A006121,E03063,Finance,Finance Manager,Job Portal,2017-04-19,2017-04-21,2017-04-30,2017-06-16,76,57,Yes,Yes,16136,Recruiter C
A006122,,Customer Success,Customer Success Manager,Internal Mobility,2020-11-24,2020-12-10,2020-12-16,,78,53,No,No,8326,Recruiter C
A006123,,Customer Success,Customer Success Manager,Internal Mobility,2020-12-08,2020-12-12,2020-12-19,,57,66,Yes,No,16025,Recruiter D
A006124,E03064,Customer Success,Customer Success Manager,Internal Mobility,2020-10-24,2020-10-31,2020-11-08,2021-01-07,59,50,Yes,Yes,10086,Recruiter A
A006125,E03065,Technology,Engineering Manager,Agency,2024-04-11,2024-04-20,2024-04-29,2024-06-19,93,80,Yes,Yes,10078,Recruiter D
A006126,,Technology,Engineering Manager,Internal Mobility,2024-03-11,2024-03-27,2024-04-03,,57,89,No,No,4292,Recruiter D
A006127,E03066,Finance,Senior Finance Analyst,LinkedIn,2018-03-06,2018-03-20,2018-03-30,2018-05-07,69,80,Yes,Yes,7662,Recruiter B
A006128,,Finance,Senior Finance Analyst,Agency,2018-03-26,2018-04-02,2018-04-05,,58,76,Yes,No,4985,Recruiter B
A006129,,Finance,Senior Finance Analyst,Agency,2018-03-10,2018-03-13,2018-03-25,,92,83,No,No,14649,Recruiter D
A006130,E03067,Supply Chain,Planner,Internal Mobility,2021-11-26,2021-12-07,2021-12-10,2022-02-19,62,65,Yes,Yes,4190,Recruiter B
A006131,E03068,Marketing,Digital Marketing Analyst,Referral,2021-12-08,2021-12-23,2022-01-05,2022-01-28,88,85,Yes,Yes,11535,Recruiter A
A006132,,Marketing,Digital Marketing Analyst,Campus,2021-12-19,2021-12-21,2021-12-30,,76,58,No,No,6607,Recruiter A
A006133,,Human Resources,HR Business Partner,Agency,2017-02-02,2017-02-04,2017-02-14,,85,78,No,No,15380,Recruiter B
A006134,E03069,Human Resources,HR Business Partner,LinkedIn,2017-01-18,2017-02-04,2017-02-13,2017-03-21,90,73,Yes,Yes,17420,Recruiter C
A006135,,Human Resources,HR Business Partner,Campus,2017-01-31,2017-02-16,2017-02-27,,75,62,No,No,15273,Recruiter B
A006136,E03070,Operations,Operations Analyst,Internal Mobility,2021-01-02,2021-01-08,2021-01-19,2021-03-07,90,65,Yes,Yes,7404,Recruiter D
A006137,,Operations,Operations Analyst,Company Website,2021-02-06,2021-02-20,2021-03-05,,95,53,No,No,11128,Recruiter C
A006138,E03071,Finance,Finance Analyst,Campus,2024-11-22,2024-12-06,2024-12-16,2025-02-22,71,70,Yes,Yes,6080,Recruiter D
A006139,,Technology,Data Analyst,Referral,2022-08-17,2022-09-04,2022-09-17,,75,87,Yes,No,6324,Recruiter D
A006140,E03072,Technology,Data Analyst,Internal Mobility,2022-08-20,2022-09-06,2022-09-10,2022-10-04,76,73,Yes,Yes,11526,Recruiter C
A006141,,Operations,Operations Executive,Campus,2025-07-29,2025-08-05,2025-08-14,,65,86,No,No,10514,Recruiter D
A006142,E03073,Operations,Operations Executive,Internal Mobility,2025-09-14,2025-09-22,2025-10-01,2025-11-01,59,87,Yes,Yes,2553,Recruiter C
A006143,,Operations,Operations Executive,Company Website,2025-07-27,2025-08-06,2025-08-16,,69,52,Yes,No,12190,Recruiter D
A006144,E03074,Operations,Operations Analyst,LinkedIn,2026-02-18,2026-02-23,2026-03-07,2026-03-27,81,61,Yes,Yes,17562,Recruiter B
A006145,,Operations,Operations Analyst,Referral,2026-01-11,2026-01-21,2026-01-23,,58,57,No,No,3596,Recruiter B
A006146,,Operations,Operations Analyst,Job Portal,2026-01-11,2026-01-21,2026-01-26,,81,76,No,No,3963,Recruiter C
A006147,,Customer Success,Support Analyst,Company Website,2026-01-24,2026-01-30,2026-02-03,,57,68,No,No,15427,Recruiter D
A006148,,Customer Success,Support Analyst,Campus,2026-01-26,2026-02-07,2026-02-15,,93,93,No,No,10982,Recruiter B
A006149,E03075,Customer Success,Support Analyst,Internal Mobility,2026-01-23,2026-01-31,2026-02-10,2026-05-02,84,67,Yes,Yes,6850,Recruiter C
A006150,E03076,Human Resources,L&D Specialist,Agency,2024-12-23,2025-01-05,2025-01-12,2025-02-25,65,72,Yes,Yes,7411,Recruiter A
A006151,,Human Resources,L&D Specialist,Internal Mobility,2024-11-20,2024-12-03,2024-12-15,,94,71,No,No,16347,Recruiter D
A006152,,Operations,Team Lead,Agency,2020-08-31,2020-09-02,2020-09-16,,66,62,No,No,4902,Recruiter B
A006153,E03077,Operations,Team Lead,Company Website,2020-11-09,2020-11-15,2020-11-25,2020-12-08,92,79,Yes,Yes,14665,Recruiter B
A006154,,Operations,Team Lead,Campus,2020-10-12,2020-10-18,2020-10-25,,60,75,No,No,9851,Recruiter A
A006155,,Sales,Sales Executive,LinkedIn,2022-07-11,2022-07-21,2022-08-01,,76,92,No,No,4017,Recruiter D
A006156,E03078,Sales,Sales Executive,Company Website,2022-08-18,2022-08-27,2022-08-29,2022-09-23,94,66,Yes,Yes,16955,Recruiter A
A006157,E03079,Human Resources,HR Manager,Referral,2019-12-14,2019-12-17,2019-12-24,2020-01-19,82,76,Yes,Yes,4640,Recruiter C
A006158,,Human Resources,HR Manager,Job Portal,2019-12-15,2019-12-28,2020-01-02,,94,85,No,No,14901,Recruiter C
A006159,E03080,Human Resources,HR Manager,Campus,2024-05-08,2024-05-22,2024-05-30,2024-08-11,59,87,Yes,Yes,15299,Recruiter C
A006160,,Human Resources,HR Manager,Agency,2024-07-12,2024-07-21,2024-08-04,,79,62,Yes,No,12546,Recruiter A
A006161,,Human Resources,HR Executive,Company Website,2020-07-30,2020-08-17,2020-08-31,,58,53,Yes,No,4084,Recruiter A
A006162,E03081,Human Resources,HR Executive,Campus,2020-06-09,2020-06-19,2020-07-01,2020-08-28,65,52,Yes,Yes,3282,Recruiter A
A006163,E03082,Sales,Key Account Manager,Campus,2021-06-16,2021-06-30,2021-07-02,2021-09-13,69,54,Yes,Yes,4724,Recruiter A
A006164,,Sales,Key Account Manager,Campus,2021-07-20,2021-08-03,2021-08-17,,65,72,No,No,17954,Recruiter B
A006165,,Sales,Sales Executive,Referral,2018-07-29,2018-08-03,2018-08-06,,85,52,Yes,No,9767,Recruiter A
A006166,E03083,Sales,Sales Executive,Company Website,2018-09-17,2018-09-19,2018-10-02,2018-10-19,95,94,Yes,Yes,15684,Recruiter B
A006167,E03084,Customer Success,Customer Success Manager,Campus,2026-01-05,2026-01-12,2026-01-15,2026-03-28,66,54,Yes,Yes,5211,Recruiter A
A006168,,Customer Success,Customer Success Manager,Job Portal,2026-01-16,2026-01-21,2026-02-04,,57,89,No,No,12842,Recruiter D
A006169,E03085,Supply Chain,Logistics Manager,Agency,2020-09-17,2020-09-24,2020-10-02,2020-12-02,93,79,Yes,Yes,17726,Recruiter C
A006170,,Supply Chain,Logistics Manager,Referral,2020-10-30,2020-11-14,2020-11-19,,81,77,Yes,No,2992,Recruiter D
A006171,,Human Resources,L&D Specialist,Campus,2022-04-22,2022-04-26,2022-05-02,,66,71,Yes,No,8587,Recruiter A
A006172,E03086,Human Resources,L&D Specialist,Company Website,2022-04-10,2022-04-25,2022-05-02,2022-06-20,87,53,Yes,Yes,7097,Recruiter D
A006173,E03087,Technology,Engineering Manager,Campus,2022-05-17,2022-05-28,2022-06-11,2022-08-11,75,78,Yes,Yes,4734,Recruiter B
A006174,,Human Resources,HR Executive,LinkedIn,2024-03-29,2024-04-05,2024-04-07,,56,80,No,No,17871,Recruiter D
A006175,,Human Resources,HR Executive,LinkedIn,2024-02-13,2024-02-15,2024-02-27,,63,74,Yes,No,16910,Recruiter A
A006176,E03088,Human Resources,HR Executive,Agency,2024-02-26,2024-03-09,2024-03-23,2024-04-27,94,68,Yes,Yes,9438,Recruiter A
A006177,,Technology,Software Engineer,Job Portal,2019-04-14,2019-04-26,2019-05-06,,83,66,No,No,14414,Recruiter C
A006178,E03089,Technology,Software Engineer,LinkedIn,2019-05-08,2019-05-22,2019-06-02,2019-07-20,86,63,Yes,Yes,15632,Recruiter B
A006179,E03090,Operations,Operations Analyst,LinkedIn,2018-11-03,2018-11-07,2018-11-11,2018-12-16,57,55,Yes,Yes,8416,Recruiter D
A006180,,Operations,Operations Analyst,LinkedIn,2018-09-12,2018-09-29,2018-10-08,,69,57,No,No,16142,Recruiter B
A006181,E03091,Customer Success,Customer Success Manager,LinkedIn,2019-11-28,2019-12-06,2019-12-16,2020-02-02,58,84,Yes,Yes,7973,Recruiter C
A006182,,Customer Success,Customer Success Manager,Campus,2019-12-17,2019-12-25,2019-12-29,,65,65,No,No,10362,Recruiter A
A006183,E03092,Technology,Data Scientist,Job Portal,2024-12-16,2025-01-01,2025-01-05,2025-01-20,69,58,Yes,Yes,7933,Recruiter C
A006184,,Technology,Data Scientist,Referral,2024-12-21,2024-12-30,2025-01-03,,80,90,No,No,14942,Recruiter D
A006185,,Technology,Data Scientist,Job Portal,2024-10-27,2024-11-13,2024-11-26,,74,79,Yes,No,3604,Recruiter B
A006186,,Finance,Finance Manager,Company Website,2021-01-28,2021-01-31,2021-02-09,,66,66,No,No,13895,Recruiter A
A006187,E03093,Finance,Finance Manager,Job Portal,2021-02-07,2021-02-13,2021-02-22,2021-05-08,55,73,Yes,Yes,11296,Recruiter D
A006188,E03094,Sales,Sales Executive,LinkedIn,2019-05-17,2019-05-22,2019-06-01,2019-08-12,73,75,Yes,Yes,8736,Recruiter A
A006189,,Sales,Sales Executive,Job Portal,2019-06-16,2019-07-03,2019-07-06,,74,84,No,No,16002,Recruiter C
A006190,,Sales,Sales Executive,Internal Mobility,2019-05-26,2019-06-01,2019-06-04,,93,95,No,No,13252,Recruiter D
A006191,E03095,Human Resources,HR Executive,Referral,2023-10-14,2023-10-16,2023-10-24,2024-01-17,90,78,Yes,Yes,3823,Recruiter C
