Training_ID,Employee_ID,Course_Name,Training_Date,Training_Hours,Delivery_Mode,Completion_Status,Pre_Assessment_Score,Post_Assessment_Score,Training_Cost_INR
T005099,E02231,Data Privacy,2026-07-25,8,Blended,Incomplete,64,78,3006
T005100,E02231,Negotiation,2026-08-13,2,Blended,Completed,70,87,3449
T005101,E02231,Negotiation,2026-08-23,4,Blended,Completed,75,86,7577
T005102,E02231,Communication Skills,2026-07-25,4,Classroom,Completed,42,50,10349
T005103,E02231,Leadership Essentials,2026-08-21,2,Online,Completed,55,62,4185
T005104,E02232,Project Management,2026-05-16,16,Classroom,Completed,75,92,11334
T005105,E02232,Communication Skills,2025-12-16,24,Online,Completed,68,83,11471
T005106,E02232,Communication Skills,2025-11-22,24,Classroom,Completed,74,84,8368
T005107,E02232,GenAI for Business,2026-07-15,4,Classroom,Completed,77,86,12122
T005108,E02232,Power BI,2026-08-10,8,Online,Completed,65,85,12085
T005109,E02234,Negotiation,2024-07-26,12,Blended,Completed,48,54,5791
T005110,E02234,Communication Skills,2026-02-05,6,Blended,Completed,70,77,5836
T005111,E02234,Leadership Essentials,2024-05-13,12,Online,Completed,64,71,1856
T005112,E02234,Project Management,2025-11-15,6,Classroom,Completed,41,46,11679
T005113,E02235,Data Privacy,2025-11-26,8,Online,Incomplete,40,55,3871
T005114,E02235,Advanced Excel,2025-01-05,8,Blended,Completed,64,75,5741
T005115,E02235,Leadership Essentials,2026-05-04,12,Online,Completed,49,75,6369
T005116,E02235,Communication Skills,2025-04-29,16,Blended,Completed,54,65,14870
T005117,E02236,Negotiation,2025-10-15,12,Online,Completed,49,63,5547
T005118,E02236,Cloud Fundamentals,2025-04-07,16,Blended,Completed,53,69,10765
T005119,E02236,Communication Skills,2024-08-05,8,Blended,Completed,64,76,5907
T005120,E02236,Communication Skills,2024-11-07,6,Classroom,Completed,58,71,9238
T005121,E02237,Data Privacy,2025-03-12,4,Online,Completed,78,96,13041
T005122,E02237,GenAI for Business,2025-03-16,8,Blended,Completed,64,90,7615
T005123,E02237,Advanced Excel,2026-01-18,4,Online,Incomplete,71,76,2364
T005124,E02238,Cloud Fundamentals,2026-08-23,2,Classroom,Completed,77,95,8303
T005125,E02238,Project Management,2024-05-31,4,Online,Completed,47,56,4524
T005126,E02238,Communication Skills,2026-02-21,4,Classroom,Completed,76,88,7600
T005127,E02238,Data Privacy,2026-03-28,24,Online,Completed,44,62,10264
T005128,E02239,Advanced Excel,2025-09-06,24,Blended,Completed,74,82,11254
T005129,E02241,Project Management,2026-02-28,4,Blended,Completed,41,55,1749
T005130,E02242,Leadership Essentials,2025-07-07,8,Classroom,Completed,76,100,2487
T005131,E02242,Python Analytics,2025-01-21,6,Online,Incomplete,67,90,5695
T005132,E02244,GenAI for Business,2025-12-22,16,Classroom,Completed,42,49,10399
T005133,E02246,Advanced Excel,2025-03-31,4,Classroom,Completed,76,100,3621
T005134,E02246,Python Analytics,2025-12-15,8,Blended,Completed,52,57,7770
T005135,E02246,Python Analytics,2025-06-20,4,Online,Completed,42,68,10872
T005136,E02247,GenAI for Business,2024-01-25,6,Classroom,Completed,52,64,6788
T005137,E02247,Communication Skills,2024-03-03,8,Online,Completed,52,61,12102
T005138,E02247,Leadership Essentials,2024-01-26,6,Online,Completed,59,80,11054
T005139,E02248,Negotiation,2024-04-23,12,Classroom,Completed,59,81,13891
T005140,E02248,Project Management,2024-05-14,12,Online,Completed,40,55,14097
T005141,E02248,GenAI for Business,2024-01-27,2,Online,Completed,56,84,8378
T005142,E02248,Data Privacy,2024-01-13,4,Online,Completed,41,66,13667
T005143,E02249,Project Management,2025-08-16,4,Online,Completed,60,72,13310
T005144,E02249,GenAI for Business,2024-07-22,4,Online,Completed,76,98,13189
T005145,E02249,Python Analytics,2025-11-25,16,Classroom,Completed,74,79,6733
T005146,E02249,Data Privacy,2024-01-02,12,Online,Completed,44,72,13735
T005147,E02250,Power BI,2026-08-02,6,Online,Incomplete,74,82,10135
T005148,E02250,Power BI,2024-11-08,16,Classroom,Completed,50,75,3175
T005149,E02250,Power BI,2026-08-08,8,Classroom,Completed,67,77,11656
T005150,E02251,Cloud Fundamentals,2026-03-05,16,Classroom,Completed,60,81,10830
T005151,E02251,Leadership Essentials,2025-03-02,16,Classroom,Completed,53,74,3231
T005152,E02251,Advanced Excel,2025-03-23,6,Online,Completed,72,99,10618
T005153,E02251,Data Privacy,2025-08-23,8,Online,Completed,65,76,3582
T005154,E02251,Cloud Fundamentals,2024-04-24,8,Online,Incomplete,55,75,11883
T005155,E02253,Data Privacy,2025-11-14,8,Classroom,Completed,70,84,9522
T005156,E02253,Communication Skills,2024-11-02,24,Blended,Completed,76,93,10662
T005157,E02256,Negotiation,2025-11-20,16,Online,Completed,70,82,11976
T005158,E02256,Cloud Fundamentals,2026-06-01,12,Blended,Completed,72,96,3049
T005159,E02257,Project Management,2024-03-29,16,Blended,Completed,56,64,11630
T005160,E02257,Project Management,2026-02-23,16,Online,Completed,58,74,2836
T005161,E02257,Negotiation,2026-08-22,6,Blended,Completed,41,52,5648
T005162,E02257,Leadership Essentials,2026-06-17,4,Online,Completed,50,62,5472
T005163,E02258,Python Analytics,2025-06-19,12,Classroom,Completed,54,60,4609
T005164,E02258,Project Management,2025-04-18,4,Classroom,Completed,73,85,14915
T005165,E02258,Power BI,2024-04-01,16,Classroom,Incomplete,57,84,8914
T005166,E02259,Project Management,2024-01-14,16,Online,Completed,60,72,3424
T005167,E02260,Leadership Essentials,2024-11-19,12,Classroom,Completed,57,81,8994
T005168,E02260,Cloud Fundamentals,2024-01-22,24,Classroom,Completed,74,100,5541
T005169,E02260,Data Privacy,2024-03-03,2,Online,Completed,46,64,9524
T005170,E02260,Project Management,2024-10-23,6,Online,Completed,40,66,4878
T005171,E02261,Python Analytics,2025-12-16,16,Online,Completed,46,64,6901
T005172,E02261,Python Analytics,2025-11-08,2,Classroom,Completed,71,85,13926
T005173,E02261,Advanced Excel,2025-08-01,6,Blended,Completed,71,99,8129
T005174,E02261,Power BI,2024-10-22,12,Classroom,Completed,52,68,3875
T005175,E02262,Cloud Fundamentals,2025-08-12,16,Classroom,Completed,58,78,9901
T005176,E02262,Leadership Essentials,2026-06-23,16,Classroom,Completed,73,79,8758
T005177,E02263,Data Privacy,2025-01-18,4,Blended,Completed,76,86,9403
T005178,E02263,Leadership Essentials,2026-07-11,4,Classroom,Completed,78,96,8215
T005179,E02263,Negotiation,2026-07-25,6,Online,Completed,78,87,12907
T005180,E02264,Communication Skills,2024-03-15,16,Online,Completed,69,88,10989
T005181,E02264,Power BI,2025-01-12,16,Blended,Completed,48,60,14896
T005182,E02265,Python Analytics,2024-03-10,12,Online,Completed,51,58,6090
T005183,E02266,Project Management,2026-06-04,12,Online,Completed,58,65,6402
T005184,E02266,Power BI,2026-06-08,2,Blended,Completed,57,68,4376
T005185,E02266,Project Management,2026-06-24,24,Classroom,Completed,45,53,8841
T005186,E02266,Negotiation,2026-07-19,24,Blended,Completed,73,83,4193
T005187,E02267,Data Privacy,2026-02-26,4,Online,Completed,68,83,13364
T005188,E02267,Power BI,2026-08-16,2,Classroom,Completed,63,68,8102
T005189,E02267,Negotiation,2026-08-23,6,Online,Completed,73,91,1731
T005190,E02269,Data Privacy,2025-09-24,6,Classroom,Completed,53,78,7216
T005191,E02269,GenAI for Business,2026-02-22,8,Blended,Completed,48,69,4350
T005192,E02269,Negotiation,2025-06-25,16,Classroom,Completed,47,71,5805
T005193,E02269,Data Privacy,2025-11-03,8,Blended,Completed,54,77,3121
T005194,E02269,Power BI,2025-06-23,6,Blended,Completed,56,73,10184
T005195,E02270,Project Management,2024-11-11,2,Blended,Completed,53,63,13630
T005196,E02273,Advanced Excel,2026-08-04,24,Online,Completed,54,77,14378
T005197,E02273,Cloud Fundamentals,2026-08-07,4,Classroom,Completed,47,53,7285
T005198,E02273,Python Analytics,2026-08-21,24,Classroom,Completed,56,80,11563
T005199,E02274,Leadership Essentials,2026-06-06,12,Online,Completed,73,91,5344
T005200,E02274,Data Privacy,2026-03-22,16,Classroom,Completed,77,82,5197
T005201,E02274,Python Analytics,2026-06-06,24,Blended,Completed,73,79,11643
T005202,E02274,Power BI,2026-06-08,4,Blended,Completed,62,86,9275
T005203,E02274,Python Analytics,2026-06-17,12,Online,Completed,69,82,8799
T005204,E02275,Power BI,2025-04-01,2,Blended,Incomplete,63,73,2998
T005205,E02275,Advanced Excel,2024-06-20,16,Classroom,Completed,64,76,5986
T005206,E02275,Leadership Essentials,2026-03-05,2,Blended,Completed,73,82,4369
T005207,E02275,GenAI for Business,2025-03-31,6,Online,Incomplete,40,67,10308
T005208,E02275,Data Privacy,2024-10-31,24,Blended,Completed,56,77,2357
T005209,E02276,Negotiation,2024-11-09,16,Online,Completed,60,87,3961
T005210,E02276,GenAI for Business,2025-10-19,8,Blended,Incomplete,53,66,2558
T005211,E02277,Data Privacy,2025-11-28,6,Blended,Completed,65,89,1913
T005212,E02277,Power BI,2024-01-19,12,Classroom,Completed,67,76,6221
T005213,E02277,GenAI for Business,2026-04-05,6,Classroom,Completed,68,78,10335
T005214,E02277,GenAI for Business,2024-07-01,2,Classroom,Completed,41,66,5716
T005215,E02277,Data Privacy,2024-02-01,2,Online,Completed,74,79,10740
T005216,E02278,Power BI,2024-05-25,2,Online,Completed,76,96,2726
T005217,E02278,Python Analytics,2025-12-31,12,Blended,Completed,48,73,11346
T005218,E02278,Data Privacy,2025-07-29,6,Online,Completed,47,66,8288
T005219,E02279,Power BI,2024-02-04,24,Blended,Completed,68,83,9624
T005220,E02279,Leadership Essentials,2026-06-11,2,Classroom,Completed,50,71,7532
T005221,E02279,Project Management,2025-03-15,6,Online,Completed,42,61,12994
T005222,E02279,Power BI,2026-05-26,4,Online,Completed,74,95,14636
T005223,E02280,Cloud Fundamentals,2024-02-26,4,Classroom,Completed,78,90,8786
T005224,E02281,Cloud Fundamentals,2026-05-14,12,Classroom,Completed,40,65,11670
T005225,E02281,Advanced Excel,2026-03-07,24,Online,Incomplete,64,86,2379
T005226,E02282,Power BI,2024-10-30,24,Blended,Completed,44,50,4019
T005227,E02282,Communication Skills,2025-05-07,12,Blended,Completed,66,85,7987
T005228,E02282,Project Management,2026-07-08,2,Blended,Completed,61,76,5263
T005229,E02282,Data Privacy,2024-08-20,24,Blended,Incomplete,45,67,5460
T005230,E02282,Python Analytics,2025-09-22,12,Online,Completed,56,66,11173
T005231,E02284,Data Privacy,2026-03-13,2,Blended,Completed,71,91,3367
T005232,E02284,GenAI for Business,2025-08-16,24,Blended,Completed,54,82,11912
T005233,E02284,Python Analytics,2025-11-28,16,Blended,Completed,61,82,4014
T005234,E02285,Advanced Excel,2025-11-24,8,Classroom,Incomplete,45,57,10333
T005235,E02285,Leadership Essentials,2026-06-12,4,Blended,Completed,78,100,5489
T005236,E02286,GenAI for Business,2026-06-03,2,Online,Completed,61,78,8460
T005237,E02289,GenAI for Business,2025-02-05,24,Online,Completed,40,57,1657
T005238,E02289,Negotiation,2025-11-15,12,Online,Completed,44,55,9658
T005239,E02290,Negotiation,2025-11-19,2,Classroom,Completed,61,74,10299
T005240,E02290,GenAI for Business,2025-11-09,4,Classroom,Completed,74,100,8171
T005241,E02290,Leadership Essentials,2025-12-14,4,Blended,Completed,67,87,4590
T005242,E02290,Project Management,2026-03-13,4,Classroom,Completed,41,53,6668
T005243,E02291,Leadership Essentials,2024-12-06,6,Blended,Completed,48,65,13174
T005244,E02291,Python Analytics,2025-12-01,8,Blended,Incomplete,43,63,9805
T005245,E02293,Cloud Fundamentals,2024-01-23,12,Blended,Incomplete,59,65,2578
T005246,E02293,Data Privacy,2025-02-07,2,Online,Completed,40,57,11123
T005247,E02294,Communication Skills,2026-07-03,12,Blended,Completed,65,76,14168
T005248,E02294,Project Management,2025-12-14,8,Classroom,Completed,71,87,2267
T005249,E02294,Project Management,2024-09-13,4,Blended,Completed,60,79,9706
T005250,E02295,Python Analytics,2025-02-18,2,Classroom,Completed,56,74,11828
T005251,E02295,Cloud Fundamentals,2025-02-20,12,Blended,Completed,68,81,6402
T005252,E02295,Advanced Excel,2025-07-17,12,Online,Completed,45,66,10020
T005253,E02296,Communication Skills,2025-01-20,16,Online,Completed,76,91,7634
T005254,E02296,GenAI for Business,2026-06-24,2,Classroom,Completed,78,92,5887
T005255,E02296,Leadership Essentials,2025-01-17,12,Blended,Completed,49,77,13003
T005256,E02298,Cloud Fundamentals,2025-03-19,2,Online,Completed,41,57,5150
T005257,E02298,Leadership Essentials,2024-04-14,8,Online,Completed,77,89,3000
T005258,E02298,Communication Skills,2025-06-26,8,Blended,Completed,51,64,11177
T005259,E02299,Communication Skills,2025-12-18,4,Classroom,Incomplete,73,83,8871
T005260,E02299,GenAI for Business,2025-04-02,2,Online,Completed,54,74,14818
T005261,E02300,Python Analytics,2024-01-01,4,Online,Completed,41,65,2240
T005262,E02301,Data Privacy,2024-06-11,8,Online,Completed,57,76,12443
T005263,E02301,Advanced Excel,2026-08-28,16,Blended,Completed,51,74,12409
T005264,E02302,Cloud Fundamentals,2025-08-24,2,Classroom,Completed,46,58,13847
T005265,E02303,Power BI,2026-08-14,16,Classroom,Completed,55,61,11674
T005266,E02304,Negotiation,2024-10-01,6,Classroom,Incomplete,62,68,7183
T005267,E02304,Communication Skills,2026-06-23,12,Online,Completed,73,95,14205
T005268,E02305,Python Analytics,2025-11-27,12,Online,Completed,47,66,13918
T005269,E02305,Cloud Fundamentals,2026-01-16,16,Blended,Incomplete,66,72,11958
T005270,E02305,Negotiation,2025-03-20,4,Classroom,Completed,53,60,12479
T005271,E02305,Python Analytics,2025-10-03,8,Blended,Incomplete,42,59,12457
T005272,E02306,Communication Skills,2026-01-15,2,Classroom,Incomplete,42,47,4388
T005273,E02306,Power BI,2026-03-25,6,Blended,Incomplete,42,60,2883
T005274,E02306,Communication Skills,2024-09-26,2,Classroom,Completed,47,54,14323
T005275,E02306,Data Privacy,2024-12-27,8,Blended,Completed,42,70,3045
T005276,E02309,Negotiation,2024-11-23,6,Classroom,Completed,51,78,5494
T005277,E02311,Power BI,2025-11-03,16,Classroom,Completed,40,64,14110
T005278,E02312,Python Analytics,2024-06-22,16,Online,Completed,76,96,4198
T005279,E02312,Python Analytics,2025-10-14,16,Online,Incomplete,71,90,10007
T005280,E02313,Python Analytics,2026-08-10,8,Blended,Completed,51,58,12297
T005281,E02313,Data Privacy,2026-08-07,24,Blended,Completed,71,88,12889
T005282,E02313,Power BI,2026-08-12,12,Classroom,Completed,56,79,11764
T005283,E02315,Power BI,2026-01-06,16,Online,Completed,42,70,13998
T005284,E02315,Advanced Excel,2024-05-07,4,Blended,Incomplete,43,70,7979
T005285,E02315,Cloud Fundamentals,2025-06-14,8,Classroom,Completed,52,65,3252
T005286,E02315,Communication Skills,2024-02-05,4,Blended,Completed,44,64,7902
T005287,E02316,Python Analytics,2025-11-12,12,Blended,Completed,72,90,7087
T005288,E02316,Leadership Essentials,2025-02-06,12,Classroom,Completed,72,96,4860
T005289,E02316,Leadership Essentials,2025-09-25,8,Blended,Completed,62,69,12984
T005290,E02316,Negotiation,2026-08-05,4,Classroom,Completed,67,92,8516
T005291,E02316,Advanced Excel,2024-07-23,8,Online,Completed,68,82,13176
T005292,E02317,Cloud Fundamentals,2024-11-21,2,Classroom,Incomplete,50,60,11869
T005293,E02318,Python Analytics,2025-02-20,4,Classroom,Completed,66,86,13034
T005294,E02318,Python Analytics,2025-02-26,2,Blended,Completed,54,61,12331
T005295,E02319,Negotiation,2024-06-04,24,Blended,Completed,72,94,10572
T005296,E02319,Advanced Excel,2026-05-21,2,Online,Completed,53,74,3375
T005297,E02319,Leadership Essentials,2025-03-05,24,Online,Completed,43,59,9452
T005298,E02320,Python Analytics,2024-02-12,8,Blended,Incomplete,48,60,13723
T005299,E02321,Project Management,2025-06-17,12,Online,Completed,60,84,4463
T005300,E02321,Communication Skills,2025-05-04,16,Blended,Completed,48,57,2337
T005301,E02321,Communication Skills,2025-08-29,6,Blended,Completed,65,87,1991
T005302,E02322,Cloud Fundamentals,2024-10-10,24,Blended,Completed,48,64,2894
T005303,E02322,Python Analytics,2026-04-13,16,Blended,Completed,77,89,14709
T005304,E02323,Communication Skills,2025-12-20,24,Blended,Completed,74,95,4813
T005305,E02323,Data Privacy,2025-03-17,6,Blended,Completed,42,51,7875
T005306,E02323,Leadership Essentials,2025-08-24,2,Online,Completed,75,98,4585
T005307,E02323,Advanced Excel,2025-02-05,12,Online,Completed,55,83,11235
T005308,E02323,Power BI,2025-02-23,16,Classroom,Completed,59,83,4121
T005309,E02324,Communication Skills,2024-09-09,4,Blended,Completed,58,77,2291
T005310,E02325,GenAI for Business,2024-11-01,8,Online,Completed,53,71,4761
T005311,E02325,Power BI,2026-07-21,16,Online,Incomplete,66,90,3595
T005312,E02325,Data Privacy,2025-12-15,6,Blended,Completed,54,79,6305
T005313,E02325,Cloud Fundamentals,2024-01-12,6,Classroom,Completed,41,57,4834
T005314,E02327,Communication Skills,2026-05-01,16,Classroom,Completed,68,81,4999
T005315,E02327,Communication Skills,2024-10-07,2,Online,Completed,75,81,10575
T005316,E02327,Leadership Essentials,2025-09-29,24,Blended,Completed,71,99,1776
T005317,E02327,Power BI,2026-02-19,2,Online,Completed,57,80,3196
T005318,E02328,Power BI,2024-05-11,8,Online,Completed,71,77,6240
T005319,E02329,Project Management,2024-04-13,24,Blended,Completed,71,98,4447
T005320,E02329,Data Privacy,2025-06-03,24,Blended,Completed,78,87,8409
T005321,E02329,Cloud Fundamentals,2026-02-06,4,Blended,Completed,69,92,12586
T005322,E02330,Python Analytics,2024-05-26,2,Blended,Completed,47,65,7871
T005323,E02330,Data Privacy,2024-02-20,12,Classroom,Completed,52,78,4640
T005324,E02330,Leadership Essentials,2025-08-19,6,Online,Incomplete,61,83,14349
T005325,E02330,Communication Skills,2024-08-02,12,Online,Completed,78,86,14461
T005326,E02330,Advanced Excel,2026-01-30,6,Blended,Completed,55,75,13675
T005327,E02331,Data Privacy,2024-08-21,24,Blended,Incomplete,72,86,10733
T005328,E02331,Data Privacy,2024-03-05,16,Online,Completed,66,72,7178
T005329,E02332,Advanced Excel,2025-12-29,24,Blended,Completed,70,77,12454
T005330,E02333,Advanced Excel,2025-08-18,8,Blended,Completed,64,76,6654
T005331,E02333,Communication Skills,2025-10-13,24,Blended,Completed,40,53,8748
T005332,E02333,Communication Skills,2026-08-10,2,Blended,Completed,56,61,14953
T005333,E02333,Advanced Excel,2026-08-18,4,Blended,Completed,77,83,2680
T005334,E02333,Data Privacy,2026-03-30,2,Online,Completed,52,58,1609
T005335,E02334,Leadership Essentials,2025-03-02,4,Online,Completed,78,87,14046
T005336,E02334,Communication Skills,2025-02-12,2,Online,Completed,51,74,7644
T005337,E02334,Advanced Excel,2025-04-26,2,Blended,Completed,73,93,13234
T005338,E02334,Project Management,2026-06-17,12,Online,Completed,77,82,14420
T005339,E02334,Communication Skills,2024-10-29,16,Online,Completed,40,54,10268
T005340,E02335,Data Privacy,2026-07-08,4,Classroom,Completed,71,77,4165
T005341,E02335,Power BI,2025-10-11,4,Classroom,Completed,59,80,3464
T005342,E02335,Power BI,2024-10-25,12,Blended,Incomplete,70,75,7154
T005343,E02335,Power BI,2025-12-21,6,Classroom,Completed,43,71,10641
T005344,E02336,Cloud Fundamentals,2024-11-24,12,Online,Completed,76,99,7996
T005345,E02336,Cloud Fundamentals,2025-06-01,12,Blended,Completed,74,100,8108
T005346,E02337,Power BI,2026-08-31,8,Classroom,Completed,74,87,13594
T005347,E02337,Leadership Essentials,2024-11-12,8,Classroom,Completed,69,74,11922
T005348,E02338,Power BI,2024-03-05,24,Online,Completed,56,62,11112
T005349,E02338,Power BI,2025-06-01,8,Classroom,Completed,46,69,14068
